,NCIA-01751,NCIA-01752,NCIA-01753,NCIA-01754,NCIA-01755,NCIA-01756,NCIA-01757,NCIA-01758,NCIA-01759,NCIA-01760,NCIA-01761,NCIA-01762,NCIA-01763,NCIA-01764,NCIA-01765,NCIA-01766,NCIA-01767,NCIA-01768,NCIA-01769,NCIA-01770,NCIA-01771,NCIA-01772,NCIA-01773,NCIA-01774,NCIA-01775,NCIA-01776,NCIA-01777,NCIA-01778,NCIA-01779,NCIA-01780,NCIA-01781,NCIA-01782,NCIA-01783,NCIA-01784,NCIA-01785,NCIA-01786,NCIA-01787,NCIA-01788,NCIA-01789,NCIA-01790,NCIA-01791,NCIA-01792,NCIA-01793,NCIA-01794,NCIA-01795,NCIA-01796,NCIA-01797,NCIA-01798,NCIA-01799,NCIA-01800,NCIA-01801,NCIA-01802,NCIA-01803,NCIA-01804,NCIA-01805,NCIA-01806,NCIA-01807,NCIA-01808,NCIA-01809
N-acetylglucosamine,104085.3,22086.5,10583,8084,9747.6,106185.6,119283.6,93858.6,123078.3,,313609.9,162238.4,,41280.8,65463.4,24824.5,68893.5,44158.2,117392.6,33185.2,63242,17697.9,41542.6,85193.1,69078.7,141622.4,,,17732.9,22983.1,,18161.8,148241.8,23422.7,15635.5,6960.1,19017.7,40129.5,46204.1,19983,,14145.4,,,35563.3,23686.6,104541.3,40129.5,55701.2,,10173,,,18229.9,6787,,,,
N-acetylisoleucine,15854.8,20798.2,,,,16391,16884.6,28743.6,9576.3,37758.2,20577.2,18948.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12330.1,24779.8,18594.6,68333.6,5050.5,,,5291.7,
N-acetylmethionine,313305.8,90776.6,157368.7,77493.5,7882.3,56644.6,324454.9,284195.9,600442.7,177346.5,241902.6,161548.5,58443.6,226005.9,118357.4,132844.3,421026.2,60290.3,464459.1,112930.3,142400.6,139526.9,270137.2,427711.9,39596.1,72333.3,123922.5,36341.6,242186.3,158247.3,12276.8,145511.9,62323.6,48614.9,64528.4,58634.5,309631.1,263782.5,109885.3,32322.4,127911.5,42393.2,16379.2,60225.3,116684.9,43427.1,362211.8,78029.4,144659.3,57802.8,22747.8,78257.5,44201.9,118749.6,34906.9,103085.8,68665,73538.6,10310.5
N-acetylneuraminate,148800.9,120336.3,135902.6,131844,10951.1,488093,181526.4,223945.7,224580.9,193740.7,967644.2,917920.1,83449.4,371591.1,203561.7,56504.1,193855.6,,604837.9,447790.8,140847.5,86886.9,279207.3,271240.8,165970.6,138538.7,77286.7,46155.3,176471.4,89861.4,10780.4,100944.2,131844,87976,131560.3,18302.3,66586.9,147189.2,175278.6,97544.9,23669.6,116441,,28370.4,95054.1,278584.9,147284.4,114876.2,93374.9,87621.7,,54490.2,67527.2,88580.1,31649.3,82473.2,155837,176836.2,177347.2
N-acetylserine,63127.7,50006.8,66742.7,58012.2,19999.3,86928.2,102439,103550.4,114730.8,52702.2,246133.4,168787.7,,80609.9,51097.9,46959.9,110123.6,27732.3,150554.4,59646.9,84805.6,47867.7,101880.6,142405.2,59975.3,54605.3,41448.5,9625.8,95782.4,20928.5,10582.3,57290.3,165545.8,,40468.1,12366.8,110990.8,85269.3,106773.7,44687.3,32647.5,,,32015.1,75389.1,34041.2,90000.4,54905.2,72341.9,,,15271.1,,25855.6,,38218.7,33241,24082.8,23650.6
N-acetylthreonine,48475.4,78552.8,61744.9,45504.6,14529.8,125529.8,70281.8,53500.9,93295,54037.7,178194.6,111598.3,20081.2,66793,20673.8,25108.1,123782.1,33716.4,142648.8,52439.8,40859.3,48972.2,60900.3,112007.5,58955.7,106044.2,62130.7,15408.3,95506.2,69773.1,,71100.1,105294.8,55484.9,37430.9,38703.4,116473,103534.1,35228.5,72290.8,44951.2,28174,,11724.8,,38054.8,43212.7,,27808.4,27983,,28631.4,,43667.1,12648.4,33533.4,16885.9,22028.6,29013.5
N-acetyltryptophan,,,,,,,85330.3,54978,,,28300.8,48939.1,,,463288.9,343123.4,,,,,,,,,177892.5,226061.8,,,,,,,,,,,,,,,,,,,,,,362989.5,,11064.1,231942.2,85330.3,44496,,,,,8323.6,
N-ethylglycinexylidide,,,159016.3,197458.8,,,1638442.4,829609.3,368585.5,202029.8,342999.5,118741.7,27297.3,,595447.4,41090.5,179690.8,107236.2,111074.8,148348.8,83861.1,,334104.2,217254.3,22206,,374905.6,251214.9,77501.6,82635.2,77660.4,88838.2,111281.2,46748.3,95104.5,,200280,198151,109219.8,,114908.3,57080.6,32406.3,91676.1,120139.5,,,28780.2,106386.2,184689.2,27280.1,216434.8,644049.9,841199.1,,,83809.9,,85627.9
1-methyladenosine,67698.4,210185.5,66575.8,41594.9,36664.8,129477.2,30613.2,,29957.4,32446.3,260627.4,140308.2,,23783.5,44118.1,,39266.4,,,,30200.8,46320.4,51167.7,,116175.4,153132.4,,,35277.1,46313.8,,24380.8,131411.8,29285,37372,,,43923.4,30290,62650.2,,,,,48841.4,31650.6,77479.8,68033.8,29645.2,20862.8,,,32928.5,,32254,30498.6,,,
N1-methylguanosine,134892,235470.4,149334.1,60075.7,48535.6,208735.6,148400.5,87587.9,222437.9,143373.1,468459.8,153900.4,36392.8,172684,212051.2,124701.2,240022.9,34977.6,230604.3,117145.9,127388.9,98703.1,,86505,86505,129254,106999.5,42054.1,48299.1,55684.8,14980.3,98744.1,188931.8,31644.4,25730.4,22846.7,28407.2,57601.1,61086.9,,19529.4,30908.7,,20162.5,222182,27343.2,188204.5,62819.1,53063.2,47536.4,29569.2,,,19013.5,26257.6,,,,
"N2,N2-dimethylguanosine",69846.1,141745.7,,26621.3,,85184.8,,,,,154722.2,85184.8,,,,,27757,,,,,,,,242328.9,308695.1,,,,,,,78261,,,,,,,,,,,,,,,,,,,,,,,,,,
N2-methylguanosine,110634.3,124404.1,38419.3,43363.9,33546.2,190605.4,,,34920.5,47199.7,359102.2,347249.6,,,,,,,,,36995.9,,,,94274.3,133913.4,,,,24786.8,,40831.7,113958.3,,,,,,,,,,,,26341.8,,,,,16530.6,31689.9,,,19167.6,,,,,
N6-acetyllysine,831062.9,350892.3,314173.1,147188.6,179560.6,856346.8,756392.5,769441.8,1468118.9,484742.7,1757237.9,1189511.4,216197.4,724059.3,527608.9,544776.7,1289075.9,173910.4,1173027.9,651426.9,266886.4,201235.5,649011.6,982857.2,212807.9,263594.9,248287,73704.3,594294.2,263253.8,86730.8,381215.8,1353653.9,104733.1,217063.5,97135.1,726593.1,735908.9,930638.8,79755.9,291843.2,57229.9,36026.5,265240.7,277478.4,90295.2,660100.1,392531.5,213950.4,73274.6,66124.8,207363.8,95000.8,88035.3,77392.7,99457.6,189838.8,77909.8,100104.6
nicotinamide,2769614.5,1778072,4759732,3830199.3,554923.8,1838115.5,3570875.5,2901404.3,4689288.5,2583527.3,5571631,2088244.8,991871.2,3639555.5,3868628,3293211,4303453,2021736.4,6304081.5,2970738.3,5054907.5,3550845.5,2712028.3,5124074,1235472.1,1382750.3,3377339.3,1000558.3,3488838.8,2346965,609142.1,4189273.5,4157911.8,2553991.8,1860677.9,1872762.8,4107055,4623636,1393595.6,3688286.5,1984280.9,2074685.6,228042.9,1177279.8,4412663.5,2779626.3,3066605,2311169.8,1762913.1,1190008.1,1167376.5,1077004.8,1121080.5,3103771.5,1556758.4,1885978.3,2276050,2977559.5,2676570.8
nicotinamide adenine dinucleotide (NAD+),6566.3,,,,,,119191,21628.6,207022,,,20430,,191030.9,579157.6,,,,91161,,6194.6,,783502.8,70646,,,17160.8,,5792.2,,,,6573.7,,30347.6,,,,309182.4,17551.2,,,,,215531.7,,134718.3,888916.4,353451.8,,,,,,,,62115.4,,23336.4
nicotinamide ribonucleotide (NMN),116734.6,,,,,,448106.2,173905.7,1668015.6,,131362.5,,,349504.1,679536.9,,,,349504.1,,112780.7,,821394.7,,,,26012.3,,,,,,79747.4,,77564.8,,,,465031.1,,,,,,1276655.3,,907435.9,592826.9,459655.7,,61155.6,,,,,,88079,,
nonadecanoate (19:0),1031809.4,239593.3,353836.7,57359.3,243861.3,132352.9,470917.2,373693.9,444141.2,1521581.9,240527,180664.3,225788.9,456272.4,458997.2,254676.8,294923,63975.8,291418.8,107124.5,193914.1,506452.2,291057.3,256587.3,451038.3,139536.8,190951.5,338704.4,241460.6,735086.9,88796,158681.4,267678,99896.8,136876.5,54188.5,274609.1,196213.5,558966.4,106331.7,143140.1,88361.3,420628.3,150622.8,548373.6,137222.3,580343.2,499272.8,262419.8,81570.6,41931.1,174955.2,385639.8,76566.1,99211.9,138909.1,128062.5,394023.4,62021.4
octanoylcarnitine (C8),,40208,,,,,,23277.2,,33974.5,,111450.6,40008.3,16836.7,,,,102552.3,,53895.2,,30126.1,,,83151.9,249587.1,114840.4,22523.6,28846.1,72123.1,22679.7,134628,19339.3,49791.1,,108832.7,93012,54440,,298013.6,98377.8,249886.6,,,,339239.3,,25269.1,,46514.3,54984.7,84234.9,39186.6,29063.2,,122691.5,52672.9,,282842.4
oleate (18:1n9),174930016,60088828,172070848,64454156,91658240,33031988,185090736,143262832,115906968,227854736,100518056,77690048,77462760,178051408,207220544,143862688,188931088,19313366,180327056,95167776,75849232,199953376,211709904,189321440,109377872,53929156,92561424,124437248,140717600,205036336,57912824,91115824,48498788,17646550,72566024,39418156,145355840,140477760,174381296,103052656,51453132,25211794,128251488,59941660,290988992,63392668,207209040,218270832,140329088,14155987,28409990,109949584,81202544,13837670,67834624,64816164,90313312,118668792,48244532
oleoylcarnitine,,233542.3,172964.3,59770.5,,,139988,47971.8,,,146007.3,139318.2,,93270.1,,192772,824279.9,278564.5,3567548.3,80963.9,,142997.6,77120.4,904715.9,,277335,409757,,92696.7,,,139225.5,503352.8,54837.5,,30448.2,,90396.3,896254.4,,,31248.6,102283.4,,477861.3,316315.7,,314798,616147.6,19529.8,75027.5,133110,,,247235.5,,58027.8,,400737.9
ophthalmate,118461.3,,,13963.4,,77248.7,74635.8,,169541.1,62895.7,184641.2,184902,52406,,14909.8,,73080.9,,116185.8,16063.8,,,49392.8,,40699.2,,,65908.9,,402894.2,13780.1,113824.7,36470.9,46630.2,,123005,,,,94549,21074.4,,26305.8,,,22019.2,73006.9,,15606.3,65947.3,27044.6,30041.5,,44933.2,,,,,
ornithine,2456128.8,570494.9,1257299,173543.7,778222.7,1632107.9,3762681.5,3525034.3,7708545,428204.8,14428857,2912177.8,635041,3985127.8,3217666,2436286.8,6280401.5,215204.6,5394797,621188.9,4186337.8,1032905.2,2826649.3,4772117.5,3685116.8,1165262.4,969229.8,253796.2,2639621,1018391.2,251430.3,1025648.2,1208204.8,599639.2,952969.6,246127.6,1783597.5,4501130,2266332.3,320786.3,682503.5,773537,220623.1,1040522.2,1743630.9,702260.7,4140809,3243642.8,612058.8,482313.1,183111.9,703922.8,398564.2,668495.3,844049.8,842515.1,1342008.4,1000321.9,331372.8
4-acetamidophenylglucuronide,,,,,,,,,,,,,,,,,,,,,26796.7,48272.8,,,33433.7,42930,,,,,,,21014.3,23594.1,,,,,,,,,,,,,,,,,,,,,,,,,
p-cresol sulfate,,10467.5,,,,,53672.3,29733.4,15363.1,45766.3,,27745.2,4960.5,4435.3,,17659.8,30259.8,59695.3,38779.9,62586.6,81904.6,188533,,,49267.8,63407.2,93023.5,87799.5,79448,119317.7,74905.8,55590.7,16602,31023.7,22432.9,53993.1,87895.8,76267.8,,,121964.4,182784.5,19329.2,27067.2,68267.2,225737.3,27766.1,231916.5,17140.8,55590.7,111151.5,46959.4,147117.6,86680.6,129371.2,45265.1,97329.1,7710.1,203396.3
palmitate (16:0),179645344,33614584,87592400,52940396,107784576,54711852,136322848,123348976,152003264,193394496,88237120,70716696,120615808,163699984,152423440,87985208,96769176,16750552,104762824,57430432,89914408,90947880,123043192,97593384,131068664,29357120,74750136,98346864,92238336,122200280,66100936,65759568,36766000,14856661,82113784,44539696,68480376,59507544,125240976,63656848,32888764,18216360,166731072,119804280,96916768,23453804,139033232,99886448,84228512,13130900,26142120,85270376,98648728,11968586,42746192,40304292,78535064,111274464,36362144
"palmitate, methyl ester",,,,11542,,,826815.9,307278.8,,,99005,,,,430595.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palmitoleate (16:1n7),31402358,3794054.5,35420292,14312586,25034478,10786855,41851604,32042724,16889328,32750412,18513644,10067818,25423584,43616332,40418164,20233042,28788022,1896893,34185232,16625144,16623674,35414628,48205872,28205372,33665828,5994037,16575758,15733167,19963858,42782700,4184460.5,11326695,5652296,2142290.3,14810842,13313015,13693556,12509010,31928986,23366932,4821406,1740069.6,16666722,10404164,41879008,5893898,43310584,33279686,19787822,1362845.4,6704014.5,31039640,10275767,1347038.5,10288158,8898810,18290162,16709773,8948222
palmitoyl sphingomyelin (d18:1/16:0),1048098.6,2613022.5,1804564.1,2531111.8,290639.6,670220.6,1417815.8,1838687.1,1502676.8,961965.1,1832589.3,1969177.4,608206.7,715405.1,1346809.8,971677.3,1942056.9,1704589.9,3227335.5,2484901.8,1872047,1635324.8,846758.8,2306385.3,866143,573936.1,1229132.6,1119085.9,1469764.5,1803812.8,802412.8,1340234.8,1918167.8,1998305.1,840271.6,554031.4,1768724.6,1463161.6,1893783.9,1793703.5,896028.1,868725.3,401775.9,765747.8,1074411.3,1594153.4,1332769.4,1207904.4,1215098.8,403902.2,320325.7,1125495.8,1451203,1931489.1,298176,884662.8,352457.3,654348.8,1014689.9
palmitoylcarnitine,48105.7,443889.3,759908.4,88567.2,97352.4,138565.6,169760.1,55470.4,,73869.2,106028.8,175613.1,,298567.7,55140.4,323743,1219825.9,403811.6,2596540.3,94036.8,76020.8,182998.2,123997,904243,112529.8,324305.6,465357.2,55269.7,225246.5,110838,,239746,1041338,150197.8,,63210.5,,169307.2,794883.8,47776.8,,155117.8,47253.8,48073.8,602928.5,467401.5,107972.1,775402.3,998455.3,116615.5,140475.5,215748.7,,111527.8,373266,,81596.4,79142.5,583063.9
pantothenate,946670.7,500425.7,2114588.3,1098604.8,114498.8,624846.7,699162.3,549584.3,1173475.3,483094.4,2097015.5,559958.6,151501.3,900450.6,710884.4,532859.8,693333.6,427902.3,816728,318262.6,1641622.5,1340042.1,747911.6,735266.6,808999.8,863365.8,507904.6,270909.8,537814.3,515383.4,174856,363437.5,1363645.8,161532.9,481132.8,134738.5,388926.1,574773.8,1008596.3,255989.4,143524.1,53777.9,23503.9,357746.1,1118232.4,145092.2,721218.4,557787.6,539237.4,288632,181083.8,244004.8,273069.9,367418.5,331848.4,255808.7,439068.6,308730.1,107320.8
pelargonate (9:0),197945.3,95914.6,166550.6,140434,139129.7,86454.8,145029.1,164828.8,237248.7,107996,131133.1,174552.2,207372.2,124897,155548.7,133596.5,146224,118156.7,255935,117405.2,184351.6,113986.5,141175.2,246398.1,182678.8,61648,167194.3,90158.4,123761.5,127163.2,42573.3,105110.7,214234.4,153651.8,142963.9,90924.2,153358.3,113408.4,207104.9,138266.8,156007.3,120560.8,122610,183315.2,130629.7,153729.2,145036.1,126874.1,123337.1,56909.3,77875.2,183200.7,87150.8,137376.3,98204.9,139355.2,96984.6,137403.8,224371.7
penicillin G,360053,1017055.8,352859.5,2179330.5,,449001.4,878320.3,1835601.5,209838.8,699065.3,433124.1,1603557,,,,,,,21852.5,,,,,,671428.8,2769964.8,248272.9,519810.3,,,,,,,,,,,,,,,,,,,,2957601.3,,1273732.9,4883108,1393993.6,404306.7,,,,,,
pentadecanoate (15:0),1641944.9,75348.6,198836.1,72058,561882.8,266918.6,480415,805285,1955156.6,715920.5,556569,278867.9,1379295,312034,570218,98626.1,184245.8,50975.1,258055.9,49058,618671.6,221432.5,266577.8,148981,296671.6,36199.1,143020,232178.9,113716.2,647832.8,43038.9,65349,61722.9,64523.8,1668731.8,61035,85378,78102.6,610240.9,125675,92320.2,54490.7,1105099.8,1960472.9,373694,58432.9,735116.4,114817.8,52968,81524.5,21518,87195.3,779419.6,55706.8,41587,44962.4,118148.7,453284.5,43988
phenol red,84240.6,118918,,,10938.7,111338.9,103496.6,241524.7,58920.9,236510.9,90536.5,164804,78463.4,81282.8,63293.5,459437.7,117155.2,156237,,218132,216448,118311.1,127538,110297.9,145865.9,229873.2,27140.8,54713.1,,,,,,,,,,,,,,,,,,,,311376.7,,86721.8,246667.8,148913.8,100280,268840.3,406412.2,198158.2,71220.9,311491.4,
phenol sulfate,,8201.4,10885.5,,8311.2,21060.8,4488.3,,14642.1,28921.5,29167,46002.9,11164.8,26686.5,105704.4,66180,11350.7,20750.1,,23119.2,11617,20528.4,,,370070.3,581265.8,13303.9,12025,35319.8,55424.7,19347.4,12450.9,40825.5,42934.5,8289.9,13772.6,109752.8,114735.4,46319.4,91348,12705.4,11873.6,41078,68103.3,17978.8,46829.9,7940.9,41364.8,21923.8,39595.9,109703.3,19495.1,8971,56708,33684.7,28216.1,15258.2,22521.5,16689.6
phenylacetylglutamine,,,,,,,12094.8,8579.2,,,9652.2,12443.7,,,,,4389.2,6814,,,6648.7,15047,,,151172.6,232399,15435.1,10470.7,20233.7,30000.8,10547.7,12383.1,15630.1,12841.3,7634.8,21442.7,23964.9,26631,,,49707.6,70017.8,15390.9,21692.5,10581.3,45234.5,,227410.7,,9865.6,94431,4508.2,41134.5,15151.6,,4281.9,15691.8,,48952.5
phenylacetylglycine,,6204.3,,10292,,8836.6,13317.7,35046.4,7531.6,24962.5,,,,,,,,,,,,,,,17798.8,23027,,14210.9,,,,,,,,,,,,,,,,,,,,50600.1,,40409.6,10647.9,8622.4,11367.6,,,,,,
phenylalanine,108608336,53498216,65493868,54212748,25047406,100721296,197621136,191549136,166686128,77303680,240739936,250655808,41433256,74175152,71528480,85666608,133235024,40894196,233408128,87134456,80932584,55000004,158145808,171415840,58032932,67233704,50557064,34069764,64045224,32283170,13934739,48981932,70121984,21217788,31410298,19355160,47181240,42403588,68272056,43050380,30181568,15776332,13449639,38002080,35177400,18859154,92910912,118644128,51304360,38207760,52152236,39622316,47581692,54927284,73863848,48210212,40601800,62851668,18432616
phenyllactate (PLA),,,23787.6,,,,,,,,8948.9,,,,,,,,,10661,,,,,14473,18751.2,20866,,,,,,,,9026.6,,9698.8,,,30076.9,,18801.1,,,,17053.9,,,,,,,,4204.7,,,,,
phosphate,62040084,54842180,74468000,42159284,9420891,44632256,75054272,68357824,92009416,37722192,115005280,58950356,11708983,62516868,75678384,46411440,70866664,47265012,94627144,44193328,70402600,69753456,71088504,98415168,31865130,34082172,55655580,25341842,56571896,51674484,13439506,53440196,95585368,48913272,53353864,27441188,75418976,86482608,67430024,42107544,41710528,26454278,4083512.8,34543548,117852728,40556040,103224808,83200752,49238292,32219986,12881962,27675056,23447950,49563312,23131524,36899800,39673228,36426904,27074062
phosphoethanolamine,309687.7,251079.3,497414.3,211686.4,89605.4,277188.8,344280.9,318435.2,437240.4,292512,255142.1,145010.4,109222.1,474901.6,410879.9,353925.9,312545,224645.7,363868.2,242109.6,354618.6,387009.8,311116.3,349272.5,239579.9,227706.3,510391.7,278317.1,330862.7,380657.5,77834.1,372039.5,196261.5,453209.3,392330.7,368178.7,536644.7,512455.2,411639.3,405869.7,296410.4,241101.5,30864.1,279326.5,447315.3,130575.5,333031.5,205429.4,181041.4,247727.5,162592.8,248034.8,304993.7,498018.2,231942.5,314669.2,328835.4,368669.7,291680
pipecolate,,71500.2,74691.3,65454.9,,41051.6,,,,20817.3,73728.6,39997.9,,38138.4,,,118859,65540.3,144807.3,71941,,48719.3,,,319747.8,420582.2,35426.4,65625.7,96579.6,191974.5,,53856.1,59633.1,104614.4,17083.2,,93375.6,47965.1,183527.6,198087.8,,56049.1,,,33583.7,65374.2,,67434.2,,67775.6,50827.8,,64554.7,,,82876.7,63835.3,31742.3,
pregnen-diol disulfate*,,,,,,,,,,4596.4,,,,,5048.9,,,,,4973.9,,,,,59277.2,28385.7,6263.2,5283.8,,,14401,6200.1,3701.9,,,,5578,,,4901,4924.7,6262.5,,,,13992.8,6595.4,7105.2,,,7075.1,6231.6,,,,,,5112.3,10489.4
pro-hydroxy-pro,98808.4,386119.5,394703.7,425649,19080.4,103322,57406.2,43224.3,34799.7,286479.5,178382.2,247413.7,,,97981.1,174898.9,50452.8,275280.3,,440530.7,123461.5,219520,36176.4,77192.5,263409.8,322263.5,692349.6,307122.7,430739.5,780354,153157.8,710170.5,1150858.6,453351.7,81273.3,508457.7,183234.5,205051.4,253157.2,824422.9,711843.7,585644.4,105380.3,271221,38759.2,132764.5,16903.9,52844.4,21079.2,236384.7,217841.2,143056.8,364214.3,197076.7,133200.5,310827.9,206730.2,68626.1,296756.4
proline,15078072,9932157,14279226,9843041,6284558.5,20566024,21235614,19730648,22581492,8341598,60762216,39123356,4689090.5,10749285,14267980,8347696.5,12791516,5633387,32316656,11002691,9599309,8557818,14444370,17995542,9179713,9975386,8659516,5935475,10560795,7860316.5,4163152.5,11721185,22624100,4901781.5,8835864,6150601,8761214,9047988,13226220,8380237.5,7214996,5816603.5,2284100,7425699,9056395,4851052,13781454,8117185.5,7737611,3923591.5,2750823.3,4470793,7029898.5,3892867.5,3453591.5,4476576.5,5066496.5,3715699.8,6207771
prolylleucine,21790.9,,,,,,32651,37825.7,93618.8,11769.5,10865.6,73072.6,,22369.6,,,49897.6,,40728.5,,10014.8,,21694.9,23676.8,,,,,23002.1,,,,,,,,,,6052,,,,,,,,33909.6,4610,4577.4,,,,,,,,,,
propionylcarnitine,275672.5,124095.1,877717.5,166234.4,79398.6,204250.6,859480.4,601474.9,1371573.1,265854.5,531205.9,234591.6,121500.5,1143228.5,1266206.3,349097.1,912325.9,180121.5,909995.1,181742.8,1006148.6,824891.6,772882.4,725323,635437.3,985174.8,1064461.5,156448.3,1073629.8,579043.5,234189.2,865158,852239.8,623906.4,1220248.5,397424,908895.9,812692.1,1938567.8,1187599.4,436944.8,779945.5,426767.3,952558.5,2451500.8,670004.8,494366.1,1108683.5,236110.4,244479.5,145155.1,103247.4,226551.3,365249.5,273601.2,422165.9,1068983.8,381485,213952.4
prostaglandin E2,,,11631.4,304438.3,,,,,,,,26711.7,,,,5853,,,7313.2,114320.4,,,,13756.2,,,11322.9,,,,,8416,11477.1,18221.3,,47989.9,,,,7759,8470.2,15532.8,,,,,,,,,,,,11183.8,,,,,6514.2
pseudouridine,34815.6,49052.9,58508.8,68471.7,39661.4,103508.3,16073.8,,34564.4,33118,228643.7,133264.6,16191.6,27803.2,64994.9,22684.3,27314.5,19654.1,23577.4,31408.3,34946.4,31689,21295.2,31081.7,187592.2,201821.1,47803.1,31170.9,32380.3,49305,30787.1,41080.8,59138.6,34924.9,36101.5,41848.8,26106.3,32339.2,33384.9,39345,26756,32412.9,4903.7,37326.2,64589.8,57208.8,20336,6691.6,20714.4,19592.1,38984.2,23204.7,20011.2,20125.8,14107.5,15771.5,15399.1,8846.3,61469.9
putrescine,49787.6,,551448.5,150706,,17494,75289.4,77472,108675,,138435.2,142037.3,20873.7,106322,45744.8,76505.4,74611.6,,300430.8,,102990.3,,43347.7,45875.8,79354.5,75485.6,312155.7,90632.7,16621.6,162144.9,22935.9,241239.3,,44692.5,103039.6,22533.8,152337.9,203708.5,37239.9,88133.6,41994.7,112272.4,,55747.2,,95441.1,76988.7,52096.6,113405,87343.8,63014.2,37587.2,114565.9,60751.4,21798,80596.1,30975.9,56330.3,
pyridoxal,,,76922.5,141534.1,36606.6,,137664.5,206970.5,124228.5,,113453.4,,,,82437,77872.8,103596.3,,212684.9,,140478.3,,,135430.6,,,,,,,31147.8,,117033.7,,125877.2,,,,,,,,,,,,,71289.9,102595,,,48837.6,110315,,48690.4,,,,
pyridoxate,,,70732.6,51245,,4379.2,,,,,84493.7,6809.8,,,,,,4371.1,,,,,,,117598.4,147543.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyroglutamine*,64319.7,97070.3,247282.6,413651.9,98392.7,170860.5,166655.3,176754.3,190583.7,386252.1,93683.9,137139.9,48401.2,102326.7,64255.5,,108569.7,140574.3,337045.4,168438,144044.8,213153.2,39345.4,24350.2,171992.7,176752.9,147003.3,147887.5,90127.1,138614.7,209371,337812.9,742527.8,446170.4,82795.4,76924.5,143051.5,106205.2,291250.5,404235.3,142071.6,229747.5,101149.1,80520.1,296615.6,606523.8,,101067.8,48551.5,94289.4,416900.2,117027.2,95930.1,335173.6,122996.4,60825.6,32407.5,97624.1,850071.3
pyroglutamylvaline,14963.4,,,,,13095,20948.1,9938.4,16201.7,,74895.7,160268.9,4816.7,,,,14608.7,,30029.4,9377.4,,,5270.3,17765.3,,,,,,,,,,,,,4254.3,,,,,,,5882.7,,,,7963.3,,,,,,,,,,,
pyruvate,22620.9,42985.2,,,,68872.6,25865.8,65224.9,,353914.4,,,13790.1,,,297169.7,45559.4,50220.9,,110476,48809.2,26274.2,,42985.2,34224.3,110256.3,11928.8,49163.6,9392.4,9768.7,,,31898.7,,,,,6474.3,15732.9,16401.3,,8846.3,,20247.6,,17624.6,11857.9,26160.8,,75271.6,154708.3,68639.1,103416.4,230415.6,188109.4,133683.5,,190334.2,9797.1
raffinose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674936,4438558,2911314.3,,,,,,,,,,
ranitidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257938.5,,,
riboflavin (Vitamin B2),125700.9,125693.1,32964.4,114239.9,20064.2,89816.4,138321.7,150770.7,104369.1,60363.7,240547.6,118129.2,,37303.7,56733.6,23037.8,,75646.6,82733.9,,139827.5,58325.5,126177.3,96264.5,150445.1,166645.1,,22945.2,61927.7,61314.6,,39855.2,158633.8,,16115.5,21439.2,,24988.4,25640.2,,,23149.8,,,87942.4,69734.1,117700,74928.3,75067.7,,17526,54627.7,,37776.1,21236.2,39297.8,,23774,
ribose,76398.9,,,,,219038.4,,42168,,,241363,208981.5,,,,,52074.8,97183.6,41206.2,38142.3,,,20493.9,,19302.2,,,25789.1,35927.9,,,,176563.6,66910.9,21516.7,,,24487.3,20086.2,31491.2,,23228.7,,,,,72669.9,42575.9,48587.3,,,31357.6,,39674.3,,17045.9,,16468.4,
ribose 5-phosphate,,,20595.7,,,,,,,,,,,25439.7,28327.8,,10433.7,,,,,,,,,,,,,24389.6,,23200.3,,33181.8,63014.6,,,21627.8,18345.5,18205.1,,12129.7,,34880.6,28031.5,25302.2,35184.6,29309.2,24808.7,,,,20042.7,23619.4,,21388.1,,9673.6,
S-adenosylhomocysteine (SAH),72225.6,,190422.3,63909.5,,19875.1,169253.7,141204.2,533365.9,,75092,,51887.4,443021.8,284185,217834.7,305013,41226.3,523113.2,102734.8,169728.6,141204.2,261235.8,240413.5,101612.6,172065.4,225436,54741,118453.2,59337.2,21320.8,162571.8,27661.4,161750.5,209015.7,39452.9,180675.8,161647.9,177615,107859.5,66262.9,103374.5,,91315,417622.5,63368.2,306677.8,259741.5,148371.9,204147.4,78104.5,51817.7,102816.1,190317.3,61785.1,141883.6,128143.9,126404.2,57193
sarcosine,411522.2,,,,,28889.2,,,298930.3,40547.9,,,,,,,137216.1,,127449.6,,29670.1,,28941.8,157719.3,173599.2,194403.8,44312,,,44312,,,25003.7,,64481.1,25340.6,,,40689.1,,,,,,,37387.2,,,119209.5,,,,,,,,43270.4,,
